RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
195,195,Jim Rutledge,59,-0.944,-43.421,46,2007,sg_app_green
196,196,Bubba Dickerson,51,-0.945,-40.634,43,2007,sg_app_green
1,1,Robert Allenby,108,1.217,104.658,86,2008,sg_app_green
2,2,Sergio Garcia,72,0.891,49.887,56,2008,sg_app_green
3,3,Phil Mickelson,80,0.842,49.664,59,2008,sg_app_green
4,4,Chad Campbell,94,0.83,70.587,85,2008,sg_app_green
5,5,Ernie Els,51,0.79,28.44,36,2008,sg_app_green
6,6,Jeff Quinney,87,0.781,57.047,73,2008,sg_app_green
7,7,Camilo Villegas,79,0.777,48.935,63,2008,sg_app_green
8,8,Hunter Mahan,87,0.742,53.419,72,2008,sg_app_green
9,9,Alex Cejka,75,0.677,40.606,60,2008,sg_app_green
10,10,Briny Baird,113,0.65,62.411,96,2008,sg_app_green
11,11,John Senden,93,0.63,51.687,82,2008,sg_app_green
12,12,Stephen Ames,83,0.623,41.135,66,2008,sg_app_green
13,13,Paul Casey,55,0.616,22.173,36,2008,sg_app_green
14,14,Zach Johnson,85,0.612,43.475,71,2008,sg_app_green
15,15,David Toms,70,0.61,34.157,56,2008,sg_app_green
16,16,Vijay Singh,82,0.607,38.211,63,2008,sg_app_green
17,17,Kenny Perry,97,0.599,55.117,92,2008,sg_app_green
18,18,Tim Clark,90,0.597,43.604,73,2008,sg_app_green
19,19,Jim Furyk,95,0.59,44.264,75,2008,sg_app_green
20,20,Dean Wilson,109,0.563,52.33,93,2008,sg_app_green
21,21,Tom Lehman,51,0.546,20.749,38,2008,sg_app_green
22,22,Heath Slocum,104,0.545,46.887,86,2008,sg_app_green
23,23,Brian Gay,102,0.537,46.153,86,2008,sg_app_green
24,24,Mark Calcavecchia,67,0.513,27.708,54,2008,sg_app_green
25,25,Scott Verplank,82,0.508,32.989,65,2008,sg_app_green
26,26,Stewart Cink,87,0.501,32.04,64,2008,sg_app_green
27,27,D.J. Trahan,94,0.496,38.689,78,2008,sg_app_green
28,28,Nick O'Hern,82,0.491,34.858,71,2008,sg_app_green
29,29,Anthony Kim,81,0.474,30.829,65,2008,sg_app_green
T30,T30,Matt Kuchar,88,0.47,32.927,70,2008,sg_app_green
T30,T30,Ryan Palmer,69,0.47,28.21,60,2008,sg_app_green
32,32,Gavin Coles,54,0.454,19.971,44,2008,sg_app_green
33,33,Joe Durant,92,0.447,35.294,79,2008,sg_app_green
34,34,Boo Weekley,86,0.443,28.322,64,2008,sg_app_green
35,35,George McNeill,97,0.434,39.097,90,2008,sg_app_green
36,36,Pat Perez,93,0.423,33.413,79,2008,sg_app_green
37,37,Bubba Watson,97,0.416,33.309,80,2008,sg_app_green
38,38,Woody Austin,109,0.41,36.115,88,2008,sg_app_green
39,39,Rocco Mediate,87,0.4,27.565,69,2008,sg_app_green
40,40,Bob Estes,90,0.396,34.075,86,2008,sg_app_green
41,41,Adam Scott,51,0.384,13.441,35,2008,sg_app_green
42,42,Steve Stricker,75,0.377,21.89,58,2008,sg_app_green
43,43,Kevin Sutherland,98,0.352,30.948,88,2008,sg_app_green
44,44,Bob Tway,70,0.35,19.928,57,2008,sg_app_green
45,45,Bart Bryant,81,0.347,23.279,67,2008,sg_app_green
46,46,Brandt Snedeker,85,0.325,21.796,67,2008,sg_app_green
47,47,Brett Quigley,80,0.321,23.451,73,2008,sg_app_green
48,48,Stuart Appleby,87,0.31,20.742,67,2008,sg_app_green
49,49,Tom Pernice Jr.,104,0.305,29.875,98,2008,sg_app_green
50,50,Trevor Immelman,70,0.303,16.361,54,2008,sg_app_green
51,51,Cliff Kresge,84,0.302,22.019,73,2008,sg_app_green
52,52,Davis Love III,78,0.289,18.807,65,2008,sg_app_green
53,53,Lucas Glover,91,0.288,23.873,83,2008,sg_app_green
54,54,Charles Howell III,101,0.283,24.599,87,2008,sg_app_green
55,55,Mike Weir,88,0.268,17.701,66,2008,sg_app_green
56,56,Brandt Jobe,52,0.265,12.469,47,2008,sg_app_green
57,57,Geoff Ogilvy,65,0.263,12.871,49,2008,sg_app_green
58,58,Vaughn Taylor,103,0.256,24.034,94,2008,sg_app_green
59,59,Ángel Cabrera,55,0.249,9.706,39,2008,sg_app_green
60,60,Scott Sterling,89,0.246,18.198,74,2008,sg_app_green
61,61,Justin Leonard,101,0.244,17.829,73,2008,sg_app_green
62,62,Y.E. Yang,89,0.239,19.11,80,2008,sg_app_green
63,63,Carl Pettersson,110,0.236,22.926,97,2008,sg_app_green
64,64,Freddie Jacobson,78,0.234,14.969,64,2008,sg_app_green
65,65,John Huston,56,0.233,11.409,49,2008,sg_app_green
66,66,Ryuji Imada,80,0.232,15.798,68,2008,sg_app_green
67,67,Corey Pavin,69,0.227,12.688,56,2008,sg_app_green
68,68,Padraig Harrington,52,0.221,7.061,32,2008,sg_app_green
69,69,Fred Couples,60,0.218,11.106,51,2008,sg_app_green
70,70,John Riegger,73,0.217,13.914,64,2008,sg_app_green
71,71,Michael Allen,91,0.216,16.827,78,2008,sg_app_green
72,72,Chez Reavie,102,0.209,18.796,90,2008,sg_app_green
73,73,Dudley Hart,74,0.204,13.68,67,2008,sg_app_green
74,74,Steve Marino,119,0.194,20.187,104,2008,sg_app_green
75,75,Retief Goosen,59,0.187,7.871,42,2008,sg_app_green
76,76,Robert Gamez,79,0.18,12.796,71,2008,sg_app_green
77,77,Sean O'Hair,81,0.179,12.171,68,2008,sg_app_green
T78,T78,Cameron Beckman,87,0.174,12.864,74,2008,sg_app_green
T78,T78,Robert Garrigus,90,0.174,14.989,86,2008,sg_app_green
80,80,Ken Duke,116,0.159,16.727,105,2008,sg_app_green
81,81,K.J. Choi,74,0.158,9.033,57,2008,sg_app_green
82,82,Kent Jones,68,0.154,8.464,55,2008,sg_app_green
83,83,Steve Flesch,95,0.149,12.097,81,2008,sg_app_green
84,84,Jay Williamson,96,0.147,11.789,80,2008,sg_app_green
85,85,Johnson Wagner,83,0.144,9.761,68,2008,sg_app_green
86,86,Charlie Wi,97,0.141,12.422,88,2008,sg_app_green
87,87,Nick Watney,96,0.133,11.183,84,2008,sg_app_green
88,88,Jerry Kelly,89,0.127,9.383,74,2008,sg_app_green
89,89,Justin Bolli,87,0.117,8.575,73,2008,sg_app_green
T90,T90,Martin Laird,98,0.113,9.563,85,2008,sg_app_green
T90,T90,Troy Matteson,94,0.113,10.042,89,2008,sg_app_green
92,92,Kevin Streelman,114,0.106,10.286,97,2008,sg_app_green
93,93,Shane Bertsch,96,0.102,9.202,90,2008,sg_app_green
94,94,Paul Goydos,78,0.098,6.578,67,2008,sg_app_green
95,95,Harrison Frazar,73,0.097,6.017,62,2008,sg_app_green
96,96,Jim McGovern,75,0.089,5.601,63,2008,sg_app_green
97,97,Jeff Maggert,86,0.085,6.753,79,2008,sg_app_green
98,98,Glen Day,64,0.079,4.408,56,2008,sg_app_green
99,99,Lee Janzen,89,0.062,4.674,75,2008,sg_app_green
100,100,Steve Elkington,84,0.054,3.933,73,2008,sg_app_green
101,101,John Merrick,98,0.04,3.117,77,2008,sg_app_green
102,102,Brian Davis,108,0.038,3.899,102,2008,sg_app_green
103,103,Chris DiMarco,87,0.032,2.446,76,2008,sg_app_green
104,104,Bill Haas,99,0.031,2.813,90,2008,sg_app_green
105,105,Jonathan Byrd,88,0.028,2.119,77,2008,sg_app_green
106,106,Rich Beem,90,0.027,2.095,79,2008,sg_app_green
107,107,Tommy Armour III,77,0.015,0.999,66,2008,sg_app_green
108,108,Bo Van Pelt,101,0.014,1.277,93,2008,sg_app_green
109,109,Kevin Stadler,90,0.013,0.933,73,2008,sg_app_green
110,110,Billy Mayfair,103,0.003,0.328,95,2008,sg_app_green
111,111,Kevin Na,97,0,-0.004,91,2008,sg_app_green
112,112,Omar Uresti,74,-0.007,-0.423,63,2008,sg_app_green
113,113,Carlos Franco,73,-0.011,-0.72,63,2008,sg_app_green
T114,T114,Rory Sabbatini,77,-0.013,-0.794,63,2008,sg_app_green
T114,T114,Patrick Sheehan,124,-0.013,-1.41,105,2008,sg_app_green
116,116,Rod Pampling,83,-0.02,-1.356,68,2008,sg_app_green
117,117,Todd Hamilton,92,-0.026,-1.917,74,2008,sg_app_green
118,118,Mathew Goggin,91,-0.027,-2.241,82,2008,sg_app_green
119,119,Tag Ridings,88,-0.03,-2.406,81,2008,sg_app_green
120,120,Jeff Overton,103,-0.036,-3.286,91,2008,sg_app_green
121,121,J.J. Henry,108,-0.043,-4.293,99,2008,sg_app_green
122,122,Ted Purdy,68,-0.051,-2.988,59,2008,sg_app_green
123,123,Mark Wilson,107,-0.055,-5.702,104,2008,sg_app_green
124,124,Parker McLachlin,88,-0.067,-5.282,79,2008,sg_app_green
125,125,Tom Scherrer,56,-0.073,-3.203,44,2008,sg_app_green
126,126,Jeff Gove,50,-0.075,-3.301,44,2008,sg_app_green
127,127,Ryan Moore,72,-0.077,-4.875,63,2008,sg_app_green
T128,T128,Ben Crane,86,-0.081,-6.055,75,2008,sg_app_green
T128,T128,Peter Lonard,92,-0.081,-6.488,80,2008,sg_app_green
T128,T128,Jimmy Walker,73,-0.081,-5.045,62,2008,sg_app_green
T128,T128,Tim Wilkinson,95,-0.081,-6.502,80,2008,sg_app_green
132,132,Brad Adamonis,87,-0.084,-6.376,76,2008,sg_app_green
133,133,Jason Gore,94,-0.1,-8.529,85,2008,sg_app_green
134,134,Billy Andrade,71,-0.11,-6.801,62,2008,sg_app_green
135,135,Ron Whittaker,54,-0.112,-4.599,41,2008,sg_app_green
136,136,James Driscoll,85,-0.116,-8.782,76,2008,sg_app_green
137,137,Marco Dawson,64,-0.14,-7.574,54,2008,sg_app_green
138,138,Charles Warren,79,-0.148,-10.963,74,2008,sg_app_green
139,139,Nick Flanagan,89,-0.159,-12.736,80,2008,sg_app_green
140,140,Tommy Gainey,60,-0.168,-7.705,46,2008,sg_app_green
141,141,John Mallinger,95,-0.169,-14.222,84,2008,sg_app_green
142,142,Richard Johnson,60,-0.171,-8.365,49,2008,sg_app_green
143,143,J.B. Holmes,86,-0.172,-11.889,69,2008,sg_app_green
144,144,Ben Curtis,80,-0.173,-10.901,63,2008,sg_app_green
145,145,Jon Mills,95,-0.174,-13.549,78,2008,sg_app_green
146,146,Aaron Baddeley,76,-0.192,-11.532,60,2008,sg_app_green
147,147,Stephen Leaney,53,-0.197,-8.883,45,2008,sg_app_green
148,148,John Rollins,94,-0.2,-15.801,79,2008,sg_app_green
149,149,Jin Park,85,-0.215,-15.073,70,2008,sg_app_green
T150,T150,Alejandro Cañizares,52,-0.219,-8.991,41,2008,sg_app_green
T150,T150,Charley Hoffman,94,-0.219,-18.832,86,2008,sg_app_green
152,152,Chris Stroud,81,-0.224,-14.763,66,2008,sg_app_green
153,153,Will MacKenzie,62,-0.239,-13.62,57,2008,sg_app_green
154,154,Olin Browne,77,-0.243,-16.979,70,2008,sg_app_green
155,155,Shigeki Maruyama,50,-0.244,-10.23,42,2008,sg_app_green
156,156,Frank Lickliter II,107,-0.246,-24.636,100,2008,sg_app_green
157,157,Michael Letzig,88,-0.257,-19.037,74,2008,sg_app_green
158,158,Mark Hensby,71,-0.263,-16.845,64,2008,sg_app_green
159,159,Dustin Johnson,92,-0.268,-21.747,81,2008,sg_app_green
160,160,Brenden Pappas,66,-0.292,-16.338,56,2008,sg_app_green
161,161,Scott McCarron,63,-0.297,-16.027,54,2008,sg_app_green
162,162,Craig Kanada,65,-0.312,-17.134,55,2008,sg_app_green
163,163,Ian Poulter,51,-0.32,-11.511,36,2008,sg_app_green
164,164,Marc Turnesa,87,-0.323,-24.56,76,2008,sg_app_green
165,165,Nathan Green,95,-0.342,-31.079,91,2008,sg_app_green
166,166,Nicholas Thompson,113,-0.344,-33.059,96,2008,sg_app_green
167,167,Chad Collins,72,-0.345,-21.731,63,2008,sg_app_green
168,168,Brett Rumford,72,-0.348,-21.202,61,2008,sg_app_green
169,169,Matt Jones,95,-0.354,-29.719,84,2008,sg_app_green
170,170,Eric Axley,113,-0.362,-35.445,98,2008,sg_app_green
171,171,Greg Kraft,63,-0.367,-18.341,50,2008,sg_app_green
172,172,Jason Day,81,-0.373,-28.751,77,2008,sg_app_green
173,173,Ryan Armour,87,-0.388,-29.51,76,2008,sg_app_green
174,174,Tim Herron,97,-0.404,-35.121,87,2008,sg_app_green
175,175,Tim Petrovic,97,-0.408,-33.008,81,2008,sg_app_green
176,176,Paul Claxton,63,-0.421,-21.065,50,2008,sg_app_green
177,177,Doug LaBelle II,65,-0.431,-21.997,51,2008,sg_app_green
178,178,Joe Ogilvie,100,-0.443,-38.572,87,2008,sg_app_green
179,179,Kenneth Ferrie,72,-0.481,-28.879,60,2008,sg_app_green
180,180,Bob Sowards,61,-0.483,-25.091,52,2008,sg_app_green
181,181,Jesper Parnevik,88,-0.501,-37.547,75,2008,sg_app_green
182,182,David Duval,51,-0.53,-21.72,41,2008,sg_app_green
183,183,Mathias Grönberg,87,-0.55,-43.453,79,2008,sg_app_green
184,184,Andres Romero,69,-0.553,-27.106,49,2008,sg_app_green
185,185,Cody Freeman,66,-0.569,-31.308,55,2008,sg_app_green
186,186,Brad Elder,67,-0.641,-34.64,54,2008,sg_app_green
187,187,Chris Riley,51,-0.646,-25.849,40,2008,sg_app_green
188,188,Steve Lowery,74,-0.706,-47.272,67,2008,sg_app_green
189,189,Travis Perkins,53,-0.73,-29.208,40,2008,sg_app_green
190,190,Jason Allred,63,-0.735,-36.773,50,2008,sg_app_green
191,191,David Lutterus,59,-0.745,-37.266,50,2008,sg_app_green
192,192,J.P. Hayes,67,-0.747,-47.082,63,2008,sg_app_green
193,193,Kyle Thompson,70,-0.749,-42.701,57,2008,sg_app_green
194,194,Steve Allan,58,-0.758,-36.364,48,2008,sg_app_green
195,195,Daniel Chopra,84,-0.76,-52.446,69,2008,sg_app_green
196,196,Todd Demsey,80,-0.906,-64.297,71,2008,sg_app_green
197,197,Richard Johnson,77,-0.962,-65.403,68,2008,sg_app_green
1,1,Tiger Woods,64,1.398,67.082,48,2009,sg_app_green
2,2,Steve Stricker,81,1.018,63.124,62,2009,sg_app_green
3,3,Robert Allenby,71,1.015,56.86,56,2009,sg_app_green
4,4,Zach Johnson,94,0.844,66.714,79,2009,sg_app_green
5,5,Tom Lehman,55,0.834,29.2,35,2009,sg_app_green
6,6,Sean O'Hair,80,0.796,46.178,58,2009,sg_app_green
7,7,Tim Clark,81,0.773,45.598,59,2009,sg_app_green
8,8,Jason Bohn,88,0.754,61.83,82,2009,sg_app_green
9,9,Ernie Els,70,0.722,38.969,54,2009,sg_app_green
10,10,Sergio Garcia,59,0.65,28.608,44,2009,sg_app_green
11,11,Chad Campbell,90,0.635,45.082,71,2009,sg_app_green
12,12,Scott Verplank,88,0.621,49.07,79,2009,sg_app_green
13,13,John Senden,100,0.606,55.775,92,2009,sg_app_green
14,14,David Toms,98,0.566,45.24,80,2009,sg_app_green
15,15,Hunter Mahan,94,0.561,42.084,75,2009,sg_app_green
16,16,Jim Furyk,86,0.557,36.235,65,2009,sg_app_green
17,17,Justin Leonard,95,0.547,41.009,75,2009,sg_app_green
18,18,Briny Baird,89,0.515,37.087,72,2009,sg_app_green
19,19,Brett Quigley,92,0.508,38.109,75,2009,sg_app_green
20,20,Camilo Villegas,76,0.474,26.522,56,2009,sg_app_green
21,21,Padraig Harrington,66,0.471,22.612,48,2009,sg_app_green
22,22,Woody Austin,84,0.467,35.506,76,2009,sg_app_green
23,23,Rory Sabbatini,81,0.452,30.305,67,2009,sg_app_green
24,24,Nick O'Hern,90,0.451,38.346,85,2009,sg_app_green
25,25,Luke Donald,79,0.426,25.981,61,2009,sg_app_green
26,26,Kenny Perry,92,0.414,30.21,73,2009,sg_app_green
27,27,Joe Durant,62,0.413,19.432,47,2009,sg_app_green
28,28,Paul Goydos,79,0.395,25.693,65,2009,sg_app_green
29,29,Y.E. Yang,83,0.386,26.991,70,2009,sg_app_green
30,30,Davis Love III,89,0.378,29.125,77,2009,sg_app_green
31,31,Matt Weibring,65,0.373,20.51,55,2009,sg_app_green
32,32,Alex Cejka,82,0.372,26.436,71,2009,sg_app_green
T33,T33,D.J. Trahan,96,0.369,29.5,80,2009,sg_app_green
T33,T33,Dean Wilson,81,0.369,25.851,70,2009,sg_app_green
35,35,Jonathan Byrd,89,0.368,29.056,79,2009,sg_app_green
36,36,Chris Stroud,88,0.36,27.352,76,2009,sg_app_green
37,37,Fred Couples,54,0.348,14.606,42,2009,sg_app_green
38,38,Nick Watney,86,0.345,23.431,68,2009,sg_app_green
39,39,Ricky Barnes,67,0.327,16.673,51,2009,sg_app_green
40,40,Rocco Mediate,79,0.324,21.4,66,2009,sg_app_green
41,41,Steve Marino,98,0.323,27.153,84,2009,sg_app_green
42,42,Vijay Singh,71,0.319,16.286,51,2009,sg_app_green
43,43,Steve Flesch,77,0.318,20.022,63,2009,sg_app_green
44,44,Jason Dufner,90,0.313,24.396,78,2009,sg_app_green
45,45,Robert Garrigus,83,0.311,22.426,72,2009,sg_app_green
46,46,Heath Slocum,95,0.306,26.024,85,2009,sg_app_green
47,47,Boo Weekley,79,0.301,19.54,65,2009,sg_app_green
T48,T48,Ángel Cabrera,55,0.295,11.228,38,2009,sg_app_green
T48,T48,Greg Owen,97,0.295,24.225,82,2009,sg_app_green
50,50,Michael Allen,73,0.292,16.927,58,2009,sg_app_green
51,51,J.B. Holmes,74,0.291,17.773,61,2009,sg_app_green
52,52,Kris Blanks,60,0.284,13.339,47,2009,sg_app_green
53,53,Cameron Beckman,87,0.283,21.203,75,2009,sg_app_green
54,54,Kevin Na,91,0.273,21.28,78,2009,sg_app_green
55,55,Phil Mickelson,66,0.268,12.87,48,2009,sg_app_green
56,56,Patrick Sheehan,51,0.266,10.372,39,2009,sg_app_green
57,57,Tommy Armour III,58,0.264,13.718,52,2009,sg_app_green
58,58,Jimmy Walker,74,0.263,16.802,64,2009,sg_app_green
59,59,Ian Poulter,59,0.24,10.061,42,2009,sg_app_green
60,60,Marc Leishman,91,0.239,20.097,84,2009,sg_app_green
61,61,Stephen Ames,77,0.236,13.448,57,2009,sg_app_green
62,62,Charley Hoffman,97,0.235,20.462,87,2009,sg_app_green
63,63,Mike Weir,85,0.229,15.357,67,2009,sg_app_green
64,64,Kevin Stadler,65,0.213,11.507,54,2009,sg_app_green
65,65,D.A. Points,99,0.211,18.177,86,2009,sg_app_green
66,66,Chris DiMarco,97,0.207,17.979,87,2009,sg_app_green
67,67,George McNeill,82,0.203,15.392,76,2009,sg_app_green
68,68,Spencer Levin,75,0.196,13.102,67,2009,sg_app_green
69,69,Jay Williamson,69,0.195,11.126,57,2009,sg_app_green
70,70,Lee Janzen,74,0.184,11.208,61,2009,sg_app_green
71,71,Charles Warren,63,0.183,9.693,53,2009,sg_app_green
72,72,Stuart Appleby,79,0.179,11.62,65,2009,sg_app_green
73,73,Retief Goosen,74,0.178,9.991,56,2009,sg_app_green
74,74,Dustin Johnson,85,0.175,11.212,64,2009,sg_app_green
75,75,Corey Pavin,73,0.17,9.157,54,2009,sg_app_green
76,76,Jerry Kelly,90,0.165,12.682,77,2009,sg_app_green
77,77,Scott Sterling,51,0.162,6.479,40,2009,sg_app_green
78,78,Charles Howell III,99,0.141,11.697,83,2009,sg_app_green
79,79,Lucas Glover,93,0.138,10.908,79,2009,sg_app_green
80,80,Bob Estes,78,0.131,9.015,69,2009,sg_app_green
81,81,J.J. Henry,97,0.125,10.481,84,2009,sg_app_green
82,82,Scott Piercy,85,0.111,8.444,76,2009,sg_app_green
83,83,Anthony Kim,76,0.1,6.02,60,2009,sg_app_green
T84,T84,Steve Elkington,70,0.096,5.955,62,2009,sg_app_green
T84,T84,Nicholas Thompson,96,0.096,8.352,87,2009,sg_app_green
86,86,Justin Rose,71,0.093,5.289,57,2009,sg_app_green
87,87,Johnson Wagner,81,0.09,6.649,74,2009,sg_app_green
88,88,Harrison Frazar,93,0.089,7.514,84,2009,sg_app_green
89,89,Will MacKenzie,69,0.088,5.385,61,2009,sg_app_green
90,90,Bo Van Pelt,100,0.082,6.69,82,2009,sg_app_green
91,91,Jeff Quinney,78,0.064,4.536,71,2009,sg_app_green
92,92,Matt Kuchar,82,0.052,3.677,71,2009,sg_app_green
93,93,Cliff Kresge,78,0.047,3.169,67,2009,sg_app_green
94,94,Tim Petrovic,97,0.044,3.778,86,2009,sg_app_green
95,95,Brian Davis,103,0.038,3.469,91,2009,sg_app_green
96,96,Bubba Watson,73,0.037,2.1,57,2009,sg_app_green
97,97,Brendon de Jonge,90,0.034,2.676,79,2009,sg_app_green
98,98,Jason Day,61,0.031,1.545,50,2009,sg_app_green
99,99,Brandt Snedeker,81,0.03,1.96,65,2009,sg_app_green
100,100,Rod Pampling,72,0.023,1.497,64,2009,sg_app_green
101,101,Ryan Moore,89,0.017,1.279,75,2009,sg_app_green
102,102,Greg Kraft,51,0.016,0.657,41,2009,sg_app_green
103,103,Kevin Sutherland,96,0.013,0.972,73,2009,sg_app_green
104,104,Tom Pernice Jr.,82,0.006,0.438,75,2009,sg_app_green
105,105,K.J. Choi,65,-0.002,-0.11,50,2009,sg_app_green
106,106,Vaughn Taylor,88,-0.004,-0.338,79,2009,sg_app_green
107,107,Bryce Molder,69,-0.005,-0.29,54,2009,sg_app_green
108,108,Billy Mayfair,83,-0.01,-0.69,69,2009,sg_app_green
109,109,Kevin Streelman,97,-0.012,-1.051,87,2009,sg_app_green
110,110,Rich Beem,77,-0.019,-1.091,58,2009,sg_app_green
111,111,Geoff Ogilvy,78,-0.02,-1.134,58,2009,sg_app_green
112,112,Gary Woodland,53,-0.021,-0.782,37,2009,sg_app_green
113,113,Kirk Triplett,60,-0.027,-1.483,55,2009,sg_app_green
114,114,Bill Lunde,83,-0.029,-2.146,75,2009,sg_app_green
115,115,Brian Gay,96,-0.032,-2.597,82,2009,sg_app_green
116,116,Bart Bryant,58,-0.033,-1.733,52,2009,sg_app_green
117,117,John Mallinger,90,-0.034,-2.447,71,2009,sg_app_green
T118,T118,Mathew Goggin,76,-0.036,-2.137,60,2009,sg_app_green
T118,T118,Charlie Wi,92,-0.036,-2.88,79,2009,sg_app_green
120,120,Ben Crane,93,-0.038,-3.059,80,2009,sg_app_green
121,121,Ken Duke,87,-0.04,-2.834,71,2009,sg_app_green
122,122,Stewart Cink,79,-0.041,-2.427,59,2009,sg_app_green
123,123,Adam Scott,53,-0.045,-1.905,42,2009,sg_app_green
124,124,Darron Stiles,52,-0.049,-2.058,42,2009,sg_app_green
T125,T125,Jeff Overton,92,-0.056,-4.257,76,2009,sg_app_green
T125,T125,Aron Price,89,-0.056,-4.288,77,2009,sg_app_green
T125,T125,Casey Wittenberg,71,-0.056,-3.027,54,2009,sg_app_green
128,128,Freddie Jacobson,83,-0.069,-5.046,73,2009,sg_app_green
129,129,Mark Calcavecchia,72,-0.07,-4.367,62,2009,sg_app_green
130,130,Matt Jones,56,-0.078,-3.52,45,2009,sg_app_green
131,131,Richard Johnson,85,-0.08,-5.908,74,2009,sg_app_green
132,132,John Merrick,91,-0.082,-5.581,68,2009,sg_app_green
133,133,Troy Matteson,95,-0.087,-7.633,88,2009,sg_app_green
134,134,Chez Reavie,81,-0.109,-7.598,70,2009,sg_app_green
135,135,Bill Haas,91,-0.126,-10.334,82,2009,sg_app_green
136,136,Pat Perez,74,-0.129,-7.984,62,2009,sg_app_green
137,137,Ryan Palmer,78,-0.15,-10.507,70,2009,sg_app_green
138,138,Nathan Green,104,-0.153,-14.079,92,2009,sg_app_green
139,139,Jason Gore,74,-0.163,-10.122,62,2009,sg_app_green
140,140,Rick Price,54,-0.168,-6.871,41,2009,sg_app_green
141,141,Michael Letzig,96,-0.169,-14.502,86,2009,sg_app_green
142,142,Mark Wilson,99,-0.174,-15.352,88,2009,sg_app_green
143,143,Greg Chalmers,85,-0.186,-13.19,71,2009,sg_app_green
144,144,Tag Ridings,50,-0.19,-7.777,41,2009,sg_app_green
145,145,Jeff Maggert,79,-0.192,-14.039,73,2009,sg_app_green
146,146,Ted Purdy,101,-0.22,-19.554,89,2009,sg_app_green
147,147,Webb Simpson,94,-0.223,-19.382,87,2009,sg_app_green
T148,T148,Tim Herron,87,-0.243,-19.7,81,2009,sg_app_green
T148,T148,Jeff Klauk,97,-0.243,-21.387,88,2009,sg_app_green
150,150,Chris Riley,77,-0.246,-16.458,67,2009,sg_app_green
151,151,Ryuji Imada,85,-0.252,-17.404,69,2009,sg_app_green
152,152,Glen Day,79,-0.263,-16.848,64,2009,sg_app_green
153,153,David Duval,56,-0.266,-11.707,44,2009,sg_app_green
154,154,Matt Bettencourt,98,-0.267,-23.253,87,2009,sg_app_green
155,155,Peter Lonard,86,-0.269,-20.712,77,2009,sg_app_green
156,156,Mark Brooks,55,-0.277,-11.078,40,2009,sg_app_green
157,157,David Mathis,82,-0.286,-19.74,69,2009,sg_app_green
158,158,Joe Ogilvie,85,-0.287,-22.092,77,2009,sg_app_green
159,159,Steve Lowery,83,-0.314,-24.207,77,2009,sg_app_green
160,160,Bob Heintz,59,-0.335,-17.092,51,2009,sg_app_green
161,161,Daniel Chopra,89,-0.345,-28.641,83,2009,sg_app_green
162,162,Brad Adamonis,70,-0.379,-23.109,61,2009,sg_app_green
163,163,Leif Olson,51,-0.399,-17.171,43,2009,sg_app_green
164,164,Carl Pettersson,86,-0.423,-31.338,74,2009,sg_app_green
165,165,John Rollins,92,-0.449,-35.483,79,2009,sg_app_green
166,166,Kent Jones,73,-0.462,-28.21,61,2009,sg_app_green
167,167,Scott McCarron,91,-0.485,-39.261,81,2009,sg_app_green
168,168,Brian Bateman,55,-0.486,-23.324,48,2009,sg_app_green
169,169,Aaron Baddeley,66,-0.507,-29.417,58,2009,sg_app_green
170,170,Martin Laird,72,-0.509,-31.527,62,2009,sg_app_green
T171,T171,Todd Hamilton,83,-0.512,-32.744,64,2009,sg_app_green
T171,T171,James Nitties,86,-0.512,-38.91,76,2009,sg_app_green
173,173,Andres Romero,58,-0.521,-22.385,43,2009,sg_app_green
174,174,Colt Knost,71,-0.562,-31.451,56,2009,sg_app_green
175,175,Derek Fathauer,63,-0.568,-28.958,51,2009,sg_app_green
176,176,Peter Tomasulo,61,-0.573,-26.346,46,2009,sg_app_green
177,177,Jarrod Lyle,65,-0.601,-30.074,50,2009,sg_app_green
178,178,Marc Turnesa,77,-0.616,-43.709,71,2009,sg_app_green
179,179,Brian Vranesh,51,-0.63,-27.082,43,2009,sg_app_green
180,180,Ben Curtis,63,-0.642,-30.163,47,2009,sg_app_green
181,181,Brendon Todd,53,-0.71,-33.392,47,2009,sg_app_green
182,182,Eric Axley,71,-0.804,-47.408,59,2009,sg_app_green
183,183,Parker McLachlin,71,-0.976,-65.383,67,2009,sg_app_green
184,184,Brad Faxon,59,-1.428,-74.275,52,2009,sg_app_green
1,1,Adam Scott,70,1.164,60.547,52,2010,sg_app_green
2,2,Vijay Singh,75,0.979,55.791,57,2010,sg_app_green
3,3,Steve Stricker,73,0.773,43.269,56,2010,sg_app_green
4,4,Camilo Villegas,78,0.755,42.27,56,2010,sg_app_green
5,5,Phil Mickelson,76,0.738,42.069,57,2010,sg_app_green
6,6,Ernie Els,72,0.735,40.405,55,2010,sg_app_green
7,7,Brendon de Jonge,114,0.721,65.622,91,2010,sg_app_green
8,8,Ricky Barnes,103,0.675,56.015,83,2010,sg_app_green
9,9,Luke Donald,71,0.661,35.023,53,2010,sg_app_green
10,10,Robert Allenby,76,0.642,39.152,61,2010,sg_app_green
11,11,Jim Furyk,76,0.641,38.47,60,2010,sg_app_green
12,12,Chad Campbell,94,0.606,49.08,81,2010,sg_app_green
13,13,Tim Clark,88,0.591,40.181,68,2010,sg_app_green
